#Transcript position	Transcript coverage profile
0.0	0.31379206359398204
1.0	0.38172384791315683
2.0	0.3360959718119871
3.0	0.2820726507290673
4.0	0.24995943504096582
5.0	0.2327794708831573
6.0	0.23212147719250123
7.0	0.2726790953190389
8.0	0.42463125382879635
9.0	0.5096033438365801
10.0	0.5023325882652965
11.0	0.5600975514304836
12.0	0.5907132570315802
13.0	0.4949341565123099
14.0	0.47329922291628845
15.0	0.42191727349420216
16.0	0.409900559079134
17.0	0.3255799442099899
18.0	0.3252870079947615
19.0	0.3158574766731014
20.0	0.31510257926600277
21.0	0.2826591331763742
22.0	0.22140279062822155
23.0	0.19039975981574958
24.0	0.16059656099769004
25.0	0.14695917765712438
26.0	0.25458426236420184
27.0	0.2634001715282192
28.0	0.3233387259127638
29.0	0.2837190329423767
30.0	0.26151919904388254
31.0	0.25345510524075293
32.0	0.23679321339407627
33.0	0.27901487936344505
34.0	0.31612080854495683
35.0	0.28065637726215664
36.0	0.3256895573280071
37.0	0.31573979243709416
38.0	0.32196559956548293
39.0	0.3434901396193758
40.0	0.3049440267717209
41.0	0.3144094346458406
42.0	0.2712413209609678
43.0	0.2664020397394236
44.0	0.25653169055922675
45.0	0.27975567878655044
46.0	0.31058740318314654
47.0	0.36773922445969104
48.0	0.33366957171913003
49.0	0.28195718613970333
50.0	0.20287056808935772
51.0	0.21807641800465102
52.0	0.20872883970511752
53.0	0.22998764212894354
54.0	0.18826536024265245
55.0	0.1837718446007582
56.0	0.236135743242182
57.0	0.22332674443451864
58.0	0.2352269750938115
59.0	0.29274291358195187
60.0	0.27225856096297296
61.0	0.23612228732133791
62.0	0.25395883655523677
63.0	0.24196751173462666
64.0	0.22998018950180518
65.0	0.25729272423263033
66.0	0.2692246773716033
67.0	0.2751673201113761
68.0	0.26940170931174234
69.0	0.28486599751886366
70.0	0.2904073364044583
71.0	0.2716549302006427
72.0	0.2537353969604007
73.0	0.2656836539515304
74.0	0.2739764164457728
75.0	0.2460193564874312
76.0	0.21120130463078332
77.0	0.24768069002963955
78.0	0.3081423379684793
79.0	0.27596189191473003
80.0	0.23125571923753416
81.0	0.20921381048675983
82.0	0.24443253898234094
83.0	0.27409633977733316
84.0	0.31416554099974636
85.0	0.31685864421320725
86.0	0.21953722088851305
87.0	0.29511349634541006
88.0	0.29080754980202267
89.0	0.3535168963204971
90.0	0.3981504189837216
91.0	0.3770997542542362
92.0	0.31898722299451543
93.0	0.23393907949324258
94.0	0.23237107009615493
95.0	0.25289911573945917
96.0	0.19532714540171375
97.0	0.15099195358813672
98.0	0.11555085546863897
99.0	0.09033690991359239
