#Transcript position	Transcript coverage profile
0.0	0.21197828641674324
1.0	0.24101666900948823
2.0	0.31648927220507056
3.0	0.3485933052813523
4.0	0.33430738176395874
5.0	0.24236860327826473
6.0	0.17542865731927643
7.0	0.19689200389711248
8.0	0.21391608105163765
9.0	0.19400623568881586
10.0	0.16545639775391577
11.0	0.18717833563671227
12.0	0.15306102141161593
13.0	0.12463087868783379
14.0	0.20777411730906012
15.0	0.23532566092616825
16.0	0.20320099625265473
17.0	0.20316804482881498
18.0	0.2270017365799729
19.0	0.22121245309134369
20.0	0.1761130112407871
21.0	0.21978553959194427
22.0	0.2198240882587266
23.0	0.19548478544156342
24.0	0.2361981625236159
25.0	0.23860246465724413
26.0	0.2577485479762162
27.0	0.24826482100510996
28.0	0.23611427158953038
29.0	0.2979829648787377
30.0	0.35850024612563886
31.0	0.33136933900580745
32.0	0.38638509482757505
33.0	0.40630610126629985
34.0	0.3580110358773018
35.0	0.3058350134726679
36.0	0.32284114309487305
37.0	0.32476280104233746
38.0	0.31681872116595333
39.0	0.33462966389093085
40.0	0.33476756395632734
41.0	0.2971012829705293
42.0	0.23311321226639825
43.0	0.2344135573532677
44.0	0.22902019422254885
45.0	0.18296521337294536
46.0	0.17215068576593537
47.0	0.18479162701399987
48.0	0.1473132164476516
49.0	0.13900304799473015
50.0	0.1417298448760746
51.0	0.12249845496986425
52.0	0.1470053758107036
53.0	0.19318347644315326
54.0	0.2164921319692524
55.0	0.2419965576638931
56.0	0.24650219463785006
57.0	0.2556440001174419
58.0	0.25941377069440485
59.0	0.3448654030234338
60.0	0.33426768904317256
61.0	0.3204286810694039
62.0	0.29542037960656703
63.0	0.2783718201267797
64.0	0.17265598700053586
65.0	0.2082864087745379
66.0	0.23465443653951032
67.0	0.24097293538531958
68.0	0.21770636139765143
69.0	0.31100854936134686
70.0	0.3372431763255934
71.0	0.33723836095863896
72.0	0.2791808349089998
73.0	0.23916410575282837
74.0	0.2080826064954342
75.0	0.19753114114503081
76.0	0.2100470790895086
77.0	0.1568730030750721
78.0	0.1663574994257995
79.0	0.19399966952573933
80.0	0.22122637456571098
81.0	0.18795950938284892
82.0	0.23666938170080704
83.0	0.2674754033414797
84.0	0.3005033463592399
85.0	0.2948617668996476
86.0	0.26823669867194483
87.0	0.24164244220380918
88.0	0.1945875198031967
89.0	0.14689887832344667
90.0	0.15166453954867612
91.0	0.18054772163620805
92.0	0.14271417931743124
93.0	0.11296898233219486
94.0	0.12401211149797423
95.0	0.12238116860053608
96.0	0.08364517330885712
97.0	0.1048478018704
98.0	0.10198134600683169
99.0	0.024266013160233545
