#Transcript position	Transcript coverage profile
0.0	0.4702127351454036
1.0	0.4329361622737208
2.0	0.37348541146522884
3.0	0.26856026074254663
4.0	0.32485083097871764
5.0	0.26097659309205823
6.0	0.264327678549304
7.0	0.27203986723052304
8.0	0.29726887869007734
9.0	0.2890718671212651
10.0	0.297950942183768
11.0	0.3109965939216448
12.0	0.39848533913229023
13.0	0.32376058919748024
14.0	0.2503004516585614
15.0	0.28872992138648756
16.0	0.25000698179178216
17.0	0.3394405219234695
18.0	0.40435651856623084
19.0	0.29726117531000307
20.0	0.28402968023991915
21.0	0.2868229419262333
22.0	0.26990647696984743
23.0	0.23249970536830408
24.0	0.2580165216654014
25.0	0.22781591011603122
26.0	0.2144735860397964
27.0	0.20021089747752016
28.0	0.22499149619052286
29.0	0.2482412554461403
30.0	0.26382805397405706
31.0	0.2504004077206521
32.0	0.280537657823735
33.0	0.21175143664166382
34.0	0.24301650654636409
35.0	0.25127886513213027
36.0	0.3593334209608518
37.0	0.42694819234983344
38.0	0.35079530819768057
39.0	0.27737311097188155
40.0	0.23834878310091762
41.0	0.27471558737893
42.0	0.30871961736375464
43.0	0.36267599105857845
44.0	0.3646604815551074
45.0	0.31861276876734496
46.0	0.2865502535380444
47.0	0.31633978861395773
48.0	0.2699352928399072
49.0	0.26024724144928646
50.0	0.2879328157169628
51.0	0.33819306359059825
52.0	0.3026374362833817
53.0	0.29259457359997426
54.0	0.3336452960987857
55.0	0.41706224599083047
56.0	0.4240248411087969
57.0	0.37553681603546973
58.0	0.35013591627887797
59.0	0.2864391373039557
60.0	0.2780178717501901
61.0	0.2782941685715358
62.0	0.3400169113583908
63.0	0.3414132760675292
64.0	0.3171849355835731
65.0	0.3134213437694736
66.0	0.31869088067751766
67.0	0.3143287696234254
68.0	0.30155105383136643
69.0	0.32778440033389616
70.0	0.40439257451349475
71.0	0.36136232371923704
72.0	0.3712637784492673
73.0	0.3567680729529524
74.0	0.3543968200330135
75.0	0.33953892970570787
76.0	0.4156000964035636
77.0	0.3898390746339197
78.0	0.33194490765291773
79.0	0.25109321953288016
80.0	0.31508629294894713
81.0	0.3962333903149075
82.0	0.4324064887925299
83.0	0.3878595156897056
84.0	0.4189487288554577
85.0	0.3986539341436648
86.0	0.35928886091569645
87.0	0.3151919891749337
88.0	0.3256118818601718
89.0	0.3590086392480577
90.0	0.40379235762287613
91.0	0.3842647860532153
92.0	0.21830496774747782
93.0	0.22640087903886685
94.0	0.2120474879028581
95.0	0.266621945526654
96.0	0.23060043602836763
97.0	0.09030330358371211
98.0	0.03501260979646291
99.0	0.0262154368609652
