N_unmapped	361	361	361
N_multimapping	46085	46085	46085
N_noFeature	141643	1308992	146517
N_ambiguous	86045	283	41899
ENSG00000250020.1	1	0	1
ENSG00000153404.14	27	0	27
ENSG00000199540.1	0	0	0
ENSG00000185028.4	0	0	0
ENSG00000261434.1	0	0	0
ENSG00000164366.4	486	0	486
ENSG00000260774.1	21	0	21
ENSG00000073578.17	304	0	304
ENSG00000286001.1	14	0	14
ENSG00000248925.1	1	1	0
ENSG00000249915.8	338	0	338
ENSG00000288622.1	1	0	1
ENSG00000250848.1	25	22	3
ENSG00000063438.19	60	2	58
ENSG00000214278.4	2	2	0
ENSG00000250645.1	10	0	10
ENSG00000221990.4	73	5	69
ENSG00000180104.16	2172	179	2284
ENSG00000188242.4	5	5	0
ENSG00000066230.12	16	31	10
ENSG00000225138.8	100	0	125
ENSG00000250385.2	0	0	0
ENSG00000264233.1	0	0	0
ENSG00000249650.1	0	0	0
ENSG00000112877.8	271	1	279
ENSG00000171368.12	52	49	12
ENSG00000271781.1	17	1	16
ENSG00000206077.13	2	0	2
ENSG00000249908.2	0	0	0
ENSG00000285522.1	0	0	0
ENSG00000188818.12	24	1	24
ENSG00000247872.2	0	0	0
ENSG00000028310.18	2244	8	2236
ENSG00000071539.14	2772	1	2773
ENSG00000287600.1	16	14	3
ENSG00000248949.1	0	0	0
ENSG00000250173.1	0	0	0
ENSG00000215246.5	0	0	0
ENSG00000272347.1	0	0	0
ENSG00000145506.14	0	0	0
ENSG00000113504.21	455	0	455
ENSG00000263834.1	0	0	0
ENSG00000249201.2	0	0	0
ENSG00000174358.16	0	0	0
ENSG00000164363.10	0	0	0
ENSG00000287486.1	2	10	0
ENSG00000164362.21	94	0	102
ENSG00000263670.1	0	0	0
ENSG00000049656.14	4454	2	4452
ENSG00000286388.1	72	0	72
ENSG00000250584.3	0	0	0
ENSG00000248951.2	0	0	0
ENSG00000279908.1	0	0	0
ENSG00000142319.18	0	0	0
ENSG00000153395.10	1415	1	1414
ENSG00000273742.1	0	0	0
ENSG00000251532.1	0	0	0
ENSG00000185986.12	20	0	20
ENSG00000271119.1	4	4	0
ENSG00000248126.1	0	0	0
ENSG00000188002.10	38	0	38
ENSG00000232615.4	20	0	20
ENSG00000288549.1	0	0	0
ENSG00000263746.1	0	0	0
ENSG00000260066.1	0	0	0
ENSG00000171421.13	716	0	716
ENSG00000145494.12	1087	1	1086
ENSG00000249966.1	0	0	0
ENSG00000250417.1	0	0	0
ENSG00000279222.1	0	0	0
ENSG00000113430.10	0	0	0
ENSG00000249116.1	0	0	0
ENSG00000249326.1	0	0	0
ENSG00000288108.1	0	0	0
ENSG00000248994.2	1	1	0
ENSG00000248597.2	0	0	0
ENSG00000249731.1	0	0	0
ENSG00000201026.1	0	0	0
ENSG00000275733.1	0	0	0
ENSG00000281560.1	0	0	0
ENSG00000259757.1	0	0	0
ENSG00000170561.13	0	0	0
ENSG00000186493.13	0	0	0
ENSG00000249541.1	0	0	0
ENSG00000248137.1	0	0	0
ENSG00000248736.3	0	0	0
ENSG00000249808.3	0	0	0
ENSG00000248118.2	0	0	0
ENSG00000249830.1	0	0	0
ENSG00000250716.1	0	0	0
ENSG00000170549.4	0	0	0
ENSG00000259603.1	0	0	0
ENSG00000248962.1	0	0	0
ENSG00000249994.1	0	0	0
ENSG00000250921.2	0	0	0
