N_unmapped	503	503	503
N_multimapping	48478	48478	48478
N_noFeature	120423	1413413	125045
N_ambiguous	94653	306	46296
ENSG00000250020.1	0	0	0
ENSG00000153404.14	153	0	153
ENSG00000199540.1	0	0	0
ENSG00000185028.4	0	0	0
ENSG00000261434.1	0	0	0
ENSG00000164366.4	495	0	495
ENSG00000260774.1	7	0	7
ENSG00000073578.17	279	0	279
ENSG00000286001.1	11	0	11
ENSG00000248925.1	2	1	1
ENSG00000249915.8	290	2	288
ENSG00000288622.1	1	0	1
ENSG00000250848.1	19	17	2
ENSG00000063438.19	62	0	62
ENSG00000214278.4	2	2	0
ENSG00000250645.1	4	0	4
ENSG00000221990.4	70	9	61
ENSG00000180104.16	2348	163	2451
ENSG00000188242.4	3	3	0
ENSG00000066230.12	16	41	1
ENSG00000225138.8	98	2	122
ENSG00000250385.2	0	0	0
ENSG00000264233.1	0	0	0
ENSG00000249650.1	0	0	0
ENSG00000112877.8	226	2	234
ENSG00000171368.12	17	18	9
ENSG00000271781.1	14	0	14
ENSG00000206077.13	1	0	1
ENSG00000249908.2	0	0	0
ENSG00000285522.1	0	0	0
ENSG00000188818.12	17	0	17
ENSG00000247872.2	0	0	0
ENSG00000028310.18	2109	18	2093
ENSG00000071539.14	3001	0	3003
ENSG00000287600.1	10	6	4
ENSG00000248949.1	0	0	0
ENSG00000250173.1	0	0	0
ENSG00000215246.5	0	0	0
ENSG00000272347.1	0	0	0
ENSG00000145506.14	0	0	0
ENSG00000113504.21	165	0	165
ENSG00000263834.1	0	0	0
ENSG00000249201.2	0	0	0
ENSG00000174358.16	0	0	0
ENSG00000164363.10	0	0	0
ENSG00000287486.1	1	5	0
ENSG00000164362.21	24	0	28
ENSG00000263670.1	0	0	0
ENSG00000049656.14	4996	2	4994
ENSG00000286388.1	117	0	117
ENSG00000250584.3	3	0	3
ENSG00000248951.2	0	0	0
ENSG00000279908.1	0	0	0
ENSG00000142319.18	0	0	0
ENSG00000153395.10	1897	1	1896
ENSG00000273742.1	0	0	0
ENSG00000251532.1	0	0	0
ENSG00000185986.12	12	0	12
ENSG00000271119.1	5	5	0
ENSG00000248126.1	0	0	0
ENSG00000188002.10	25	0	25
ENSG00000232615.4	39	0	39
ENSG00000288549.1	0	0	0
ENSG00000263746.1	0	0	0
ENSG00000260066.1	0	0	0
ENSG00000171421.13	960	1	959
ENSG00000145494.12	1089	1	1088
ENSG00000249966.1	0	0	0
ENSG00000250417.1	0	0	0
ENSG00000279222.1	0	0	0
ENSG00000113430.10	0	0	0
ENSG00000249116.1	0	0	0
ENSG00000249326.1	0	0	0
ENSG00000288108.1	0	0	0
ENSG00000248994.2	1	0	1
ENSG00000248597.2	0	0	0
ENSG00000249731.1	0	0	0
ENSG00000201026.1	0	0	0
ENSG00000275733.1	0	0	0
ENSG00000281560.1	0	0	0
ENSG00000259757.1	0	0	0
ENSG00000170561.13	0	0	0
ENSG00000186493.13	0	0	0
ENSG00000249541.1	0	0	0
ENSG00000248137.1	0	0	0
ENSG00000248736.3	0	0	0
ENSG00000249808.3	0	0	0
ENSG00000248118.2	0	0	0
ENSG00000249830.1	0	0	0
ENSG00000250716.1	0	0	0
ENSG00000170549.4	0	0	0
ENSG00000259603.1	0	0	0
ENSG00000248962.1	0	0	0
ENSG00000249994.1	0	0	0
ENSG00000250921.2	0	0	0
ENSG00000260763.1	0	0	0
ENSG00000248973.3	0	0	0
ENSG00000231291.3	0	0	0
ENSG00000251371.1	0	0	0
ENSG00000249521.1	0	0	0
ENSG00000248311.1	0	0	0
ENSG00000249941.1	0	0	0
ENSG00000251506.1	0	0	0
ENSG00000250481.2	0	0	0
ENSG00000215231.8	0	0	0
ENSG00000251426.1	0	0	0
ENSG00000250529.1	0	0	0
ENSG00000223007.1	0	0	0
ENSG00000250579.2	0	0	0
ENSG00000145536.15	350	2	348
ENSG00000250866.1	0	0	0
ENSG00000251568.1	0	0	0
ENSG00000286753.1	17	0	17
ENSG00000248729.1	0	0	0
ENSG00000250808.1	2	0	2
ENSG00000251476.2	0	0	0
ENSG00000164151.12	5516	1	5515
ENSG00000286986.1	0	0	0
ENSG00000261037.1	0	0	0
ENSG00000259861.1	0	0	0
ENSG00000278913.1	1	1	0
ENSG00000250730.2	0	0	0
ENSG00000250490.1	0	0	0
ENSG00000133398.4	1096	0	1096
ENSG00000287031.1	2	0	2
ENSG00000215218.4	0	0	0
ENSG00000271230.1	0	0	0
ENSG00000250056.8	6	356	0
ENSG00000037474.15	6369	0	6719
ENSG00000145545.12	708	0	708
ENSG00000248677.2	1	0	1
ENSG00000112941.14	1507	0	1507
ENSG00000251365.4	97	1	96
ENSG00000272071.1	15	0	15
ENSG00000283420.1	0	0	0
ENSG00000250974.4	0	0	0
ENSG00000200243.1	0	0	0
ENSG00000250060.2	0	0	0
ENSG00000212258.1	0	0	0
ENSG00000287790.1	0	0	0
ENSG00000286254.1	0	0	0
ENSG00000237611.2	0	0	0
ENSG00000285689.1	0	0	0
ENSG00000248775.1	0	0	0
ENSG00000251250.3	1	0	1
ENSG00000205976.4	0	0	0
ENSG00000251678.1	0	0	0
ENSG00000250668.2	0	0	0
ENSG00000249638.1	0	0	0
ENSG00000249865.1	0	0	0
ENSG00000223597.3	0	0	0
ENSG00000078295.17	1	0	1
ENSG00000250761.2	0	0	0
ENSG00000215217.7	0	0	0
ENSG00000124275.15	1938	77	1932
ENSG00000124279.12	588	0	659
ENSG00000251168.1	0	0	0
ENSG00000199773.1	0	0	0
ENSG00000287947.1	0	0	0
ENSG00000280338.1	0	0	0
ENSG00000280251.1	0	0	0
ENSG00000249486.1	0	0	0
ENSG00000288002.1	0	0	0
ENSG00000245729.2	0	0	0
ENSG00000249159.6	0	0	0
ENSG00000251549.2	0	0	0
ENSG00000272049.1	3	0	3
ENSG00000247516.8	146	2	144
ENSG00000250037.1	0	0	0
ENSG00000279075.1	3	0	3
ENSG00000284000.1	0	0	0
ENSG00000249782.2	0	0	0
ENSG00000279097.1	0	0	0
ENSG00000279264.1	0	0	0
ENSG00000250389.1	0	0	0
ENSG00000248765.1	0	0	0
ENSG00000279002.1	0	0	0
ENSG00000280373.1	0	0	0
ENSG00000279125.1	0	0	0
ENSG00000280438.1	0	0	0
ENSG00000278877.1	0	0	0
ENSG00000260981.1	0	0	0
ENSG00000280185.1	0	0	0
ENSG00000250198.3	5	2	3
ENSG00000279635.1	0	0	0
ENSG00000250619.1	0	1	0
ENSG00000112902.12	31	0	32
ENSG00000266415.1	0	0	0
ENSG00000248537.1	0	0	0
ENSG00000279698.1	0	0	0
ENSG00000251370.1	0	0	0
ENSG00000250001.1	0	0	0
ENSG00000250786.2	0	0	0
ENSG00000239112.1	0	0	0
ENSG00000248525.2	0	0	0
ENSG00000169777.6	0	0	0
ENSG00000249781.7	0	0	0
ENSG00000222054.1	0	0	0
ENSG00000286556.1	0	0	0
ENSG00000250814.3	0	0	0
ENSG00000279011.1	0	0	0
ENSG00000279755.1	0	0	0
ENSG00000278874.1	0	0	0
ENSG00000280016.1	0	0	0
ENSG00000249807.1	1	1	0
ENSG00000280449.1	0	0	0
ENSG00000280368.1	0	0	0
ENSG00000260515.1	0	0	0
ENSG00000271998.1	0	0	0
ENSG00000272417.1	7	0	7
ENSG00000150756.14	343	1	344
ENSG00000248968.1	3	3	0
ENSG00000150753.12	18416	4	22923
ENSG00000271980.1	0	4510	0
ENSG00000271715.1	0	0	0
ENSG00000164237.9	0	0	0
ENSG00000252341.1	0	0	0
ENSG00000252671.1	0	0	0
ENSG00000280369.1	1	1	0
ENSG00000259802.1	21	0	21
ENSG00000145495.16	6400	1	6399
ENSG00000250600.1	0	0	0
ENSG00000145491.12	6	0	6
ENSG00000277073.1	0	0	0
ENSG00000246016.2	0	0	0
ENSG00000244361.1	0	0	0
ENSG00000249166.1	0	0	0
ENSG00000249396.2	0	0	0
ENSG00000249160.4	0	0	0
ENSG00000280017.1	0	0	0
ENSG00000279450.1	0	0	0
ENSG00000164236.12	412	3	435
ENSG00000250106.1	0	0	0
ENSG00000251196.1	0	26	0
ENSG00000251548.1	0	0	0
ENSG00000279979.1	0	0	0
ENSG00000278865.1	0	0	0
ENSG00000112977.16	8537	0	8552
ENSG00000272324.5	0	15	0
ENSG00000250576.1	0	0	0
ENSG00000169862.19	45	0	45
ENSG00000207312.1	0	0	0
ENSG00000212305.1	0	0	0
ENSG00000248783.1	7	0	7
ENSG00000248131.6	36	0	36
ENSG00000251112.2	0	1	0
ENSG00000249053.1	0	0	1
ENSG00000248457.1	0	0	0
ENSG00000248145.2	0	0	0
ENSG00000242608.1	0	0	0
ENSG00000248462.1	0	0	0
ENSG00000243744.2	1	0	1
ENSG00000039139.9	59	0	63
ENSG00000251423.3	0	4	0
ENSG00000038382.20	11415	0	11559
ENSG00000287581.1	3	147	0
ENSG00000145569.6	187	0	187
ENSG00000248791.1	0	0	0
ENSG00000250526.1	17	0	17
ENSG00000250182.3	11130	2	11128
ENSG00000261360.1	5	2	3
ENSG00000154124.5	1543	0	1543
ENSG00000154122.14	2949	190	2759
ENSG00000286970.1	23	0	23
ENSG00000249485.1	8	0	8
ENSG00000264792.1	0	0	0
ENSG00000272057.1	1	0	1
ENSG00000249928.2	3	3	0
ENSG00000250662.1	1	1	0
ENSG00000250247.1	0	0	0
ENSG00000286441.1	0	0	0
ENSG00000202269.1	0	0	0
ENSG00000249332.2	0	0	0
ENSG00000248834.2	0	0	0
ENSG00000286377.1	0	0	0
ENSG00000248699.1	0	0	0
ENSG00000183580.10	413	0	413
ENSG00000250250.2	0	0	0
ENSG00000216077.3	0	0	0
ENSG00000222312.1	0	0	0
ENSG00000183654.9	0	0	0
ENSG00000250981.1	0	0	0
ENSG00000250448.1	0	0	0
ENSG00000248403.1	0	0	0
ENSG00000248150.1	1	0	1
ENSG00000249737.1	0	0	0
ENSG00000173545.5	1315	2	1313
ENSG00000154153.13	130	4	128
ENSG00000246214.2	1	44	0
ENSG00000250415.1	0	0	0
ENSG00000201370.1	0	0	0
ENSG00000145555.15	972	4	1009
ENSG00000253093.1	0	0	0
ENSG00000243538.1	35	0	35
ENSG00000201436.1	0	0	0
