"","ARID2_WT_Rep1","ARID2_WT_Rep2","ARID2_KO_Rep1","ARID2_KO_Rep2"
"ENSG00000006837.12",7.89032752430332,7.9336158159543,7.88088330939573,7.85558252538892
"ENSG00000013561.18",10.6062230083975,10.5871842601967,10.8965805599534,10.9102347311451
"ENSG00000015479.20",13.8484751339555,13.5608752000825,13.390634377617,13.7480201281965
"ENSG00000016082.15",8.43702143083943,8.37086141899803,8.26221052657616,8.3422833617319
"ENSG00000019582.15",12.9140958412135,12.9747885718875,14.3035605918952,14.4454904564086
"ENSG00000027847.14",8.99787613458145,8.91029802178581,9.03937087331955,9.06152277159317
"ENSG00000028310.18",11.0040252198622,11.2704473869757,11.1461560540741,11.1972553877001
"ENSG00000031003.10",10.5557405187884,10.4335033794399,10.6115918574016,10.5014760504076
"ENSG00000035499.13",10.7621247218324,10.6565263325443,10.6739163791868,10.6500439460875
"ENSG00000037241.7",9.90103978873465,9.96154304363041,9.88117672161373,9.98843734881456
"ENSG00000037280.16",7.67993655100232,7.97135271107655,7.86517220410226,7.94774013664059
"ENSG00000037474.15",12.6090055478285,12.7690132577239,12.504689174149,12.5638384541489
"ENSG00000037749.12",11.0674728202587,10.6713575691781,10.9230014704996,10.7452894490775
"ENSG00000038274.17",10.9651889007973,11.2173659006349,10.9610242540798,10.9316577120588
"ENSG00000038382.20",13.4004461384311,13.7096095565893,13.6530767953717,13.3055806373759
"ENSG00000038427.16",13.0786565309998,12.8797651076528,12.1025181227442,12.1664981089035
"ENSG00000039123.16",12.4231854611603,12.2613106718038,12.2415474005808,12.07893646844
"ENSG00000039139.9",8.49972504636636,8.46987916803904,8.25449059363307,8.21554919873797
"ENSG00000039319.17",11.4095642254339,11.0367931004337,10.9293513021206,10.7578573904703
"ENSG00000039560.14",12.3281291482475,12.2514674714243,12.2716911757539,12.4021227702225
"ENSG00000040275.17",11.8198979623284,11.7170363167966,11.2248383707137,11.250865213519
"ENSG00000040731.10",7.8821804509665,7.92778446085174,7.73645248568232,7.80618341915005
"ENSG00000043143.20",10.4496602165198,10.277400093862,10.8294158296276,10.6283236418149
"ENSG00000044115.21",13.4526053241438,13.6329217565964,13.6912917296137,13.8322953198267
"ENSG00000047188.16",10.7741741147614,11.0190367115799,11.1649566036087,10.9430515644546
"ENSG00000048140.18",10.1354186008427,9.92902559444031,10.3851223150201,10.1988365723207
"ENSG00000048162.21",11.0290024516762,10.9716929840133,10.9399372262232,11.0030147793076
"ENSG00000049167.15",9.98107759857798,9.79333670544895,9.8388683773873,9.83674463516156
"ENSG00000049192.15",11.2026336277561,11.3639106536104,11.0021526356205,10.7401482275822
"ENSG00000049656.14",12.0365256285284,12.1739843446871,12.2482326549593,12.2933598607906
"ENSG00000049860.14",12.0975447708295,11.6874556209387,12.1155742152156,12.1430828589222
"ENSG00000049883.15",9.73079503157674,10.2174008563612,10.0871854241276,9.88851411812161
"ENSG00000050748.18",10.5853434705075,10.597445431195,10.7286176335059,10.7176676019331
"ENSG00000051596.10",10.1118719668176,9.82238803713406,9.97648209887689,9.71517817390698
"ENSG00000055147.19",9.62577913639377,10.022711833012,10.0501139203149,10.2304216827963
"ENSG00000055163.20",10.7730899928171,11.5225794764475,11.6155779966204,11.4084700180886
"ENSG00000056097.16",12.4894179875611,12.4735531985229,12.5963332381428,12.6600635242657
"ENSG00000058729.11",10.5602304490619,10.2237989201703,10.2096959485621,10.472432674237
"ENSG00000061455.11",7.87816496920545,7.85553148222086,7.71765296583104,7.9987403195213
"ENSG00000062194.16",11.1701939652162,11.2180634332532,11.2393835939102,11.1485222417632
"ENSG00000063438.19",9.76887731793516,10.0053259153269,10.9648319852441,10.8885084280627
"ENSG00000064651.14",11.2264508287081,11.1268786281551,11.2339520009222,10.7938964988292
"ENSG00000064652.11",10.0941044788201,10.1652075607906,10.2835109369936,10.3513805894671
"ENSG00000066230.12",7.99565466623482,8.19011890229326,8.45209249645843,8.22860574515639
"ENSG00000066583.12",9.99541473012718,9.9955619880341,9.62089686568305,9.78721212278236
"ENSG00000067113.17",8.75349159962625,8.78458919378482,8.81997580803419,8.84961705511389
"ENSG00000067248.10",11.1988437611669,11.1852845504429,11.2507443820122,11.2953301031005
"ENSG00000068796.19",11.3200502809814,12.0606435751713,11.6874822208931,12.209417984466
"ENSG00000069011.16",8.05791412429448,7.97418761043998,8.0201313032571,7.89823618813348
"ENSG00000069020.18",9.64105790345696,9.61823910436212,10.3527141780881,9.93538229701595
"ENSG00000070614.15",12.4212993286987,12.2399739554648,12.6257917822284,12.4695521840253
"ENSG00000070814.22",12.7734532921568,12.5696850247485,12.0965132894356,12.2867069018888
"ENSG00000071539.14",11.6705872030535,11.5115248278917,11.3623813750655,11.793968772399
"ENSG00000072364.13",12.3797434636393,12.4275314368633,12.1781923290102,12.2672690195722
"ENSG00000072571.20",11.5621575754603,11.3804589020508,11.2405904335582,11.317643763929
